[WARNING] Deprecated '--logger=capnslog' flag is set; use '--logger=zap' flag instead
2020-04-17 11:49:52.568340 I | etcdmain: etcd Version: 3.4.3
2020-04-17 11:50:46.518627 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/etcd-masternode.160699105003bd5c\" " with result "range_response_count:1 size:764" took too long (136.16573ms) to execute
2020-04-17 11:50:46.734929 W | etcdserver: read-only range request "key:\"/registry/roles/kube-system/extension-apiserver-authentication-reader\" " with result "range_response_count:1 size:672" took too long (162.690761ms) to execute
2020-04-17 11:50:46.739043 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (145.114961ms) to execute
2020-04-17 11:50:46.742321 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (104.515468ms) to execute
2020-04-17 11:50:46.743161 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-apiserver-masternode.1606991108eb48ee\" " with result "range_response_count:1 size:804" took too long (134.857532ms) to execute
2020-04-17 11:50:46.743705 W | etcdserver: read-only range request "key:\"/registry/pods/default/server-deployment-58dcbc5d59-4lds2\" " with result "range_response_count:1 size:2056" took too long (140.818675ms) to execute
2020-04-17 11:50:46.992601 W | etcdserver: read-only range request "key:\"/registry/events/default/server-deployment-58dcbc5d59-4lds2.16069917010b1383\" " with result "range_response_count:1 size:942" took too long (235.351922ms) to execute
2020-04-17 11:50:46.992664 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (235.444262ms) to execute
2020-04-17 11:50:46.993724 W | etcdserver: read-only range request "key:\"/registry/roles/kube-system/system:controller:cloud-provider\" " with result "range_response_count:1 size:626" took too long (235.354387ms) to execute
2020-04-17 11:50:47.205500 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (360.22283ms) to execute
2020-04-17 11:50:47.205830 W | etcdserver: read-only range request "key:\"/registry/roles/kube-system/system:controller:token-cleaner\" " with result "range_response_count:1 size:671" took too long (204.4682ms) to execute
2020-04-17 11:50:47.206780 W | etcdserver: read-only range request "key:\"/registry/events/kubernetes-dashboard/kubernetes-dashboard-5d4dc8b976-94m57.1606991030fc3050\" " with result "range_response_count:1 size:849" took too long (195.840853ms) to execute
2020-04-17 11:50:47.207390 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (202.000252ms) to execute
2020-04-17 11:50:47.624371 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (389.365334ms) to execute
2020-04-17 11:50:47.624424 W | etcdserver: request "header:<ID:10931205549377339226 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/weave-net-vgv8h.160699164294c04f\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/weave-net-vgv8h.160699164294c04f\" value_size:660 lease:1707833512522563007 >> failure:<>>" with result "size:18" took too long (158.873851ms) to execute
2020-04-17 11:50:47.856267 W | etcdserver: read-only range request "key:\"/registry/roles/kube-system/system::leader-locking-kube-scheduler\" " with result "range_response_count:1 size:662" took too long (571.340429ms) to execute
2020-04-17 11:50:47.860787 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (224.720564ms) to execute
2020-04-17 11:50:48.450486 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (515.181856ms) to execute
2020-04-17 11:50:48.451276 W | etcdserver: read-only range request "key:\"/registry/rolebindings/kube-public/system:controller:bootstrap-signer\" " with result "range_response_count:1 size:781" took too long (505.739086ms) to execute
2020-04-17 11:50:48.451492 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/weave-net-vgv8h\" " with result "range_response_count:1 size:7245" took too long (385.144168ms) to execute
2020-04-17 11:50:48.452166 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/kube-apiserver-masternode.1606991108eb48ee\" " with result "range_response_count:1 size:804" took too long (495.832804ms) to execute
2020-04-17 11:50:48.452430 W | etcdserver: request "header:<ID:10931205549377339243 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode2\" mod_revision:205299 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode2\" value_size:544 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode2\" > >>" with result "size:18" took too long (321.88908ms) to execute
2020-04-17 11:50:48.757568 W | etcdserver: request "header:<ID:10931205549377339245 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/kube-apiserver-masternode.1606991108eb48ee\" mod_revision:205347 > success:<request_put:<key:\"/registry/events/kube-system/kube-apiserver-masternode.1606991108eb48ee\" value_size:697 lease:1707833512522563007 >> failure:<request_range:<key:\"/registry/events/kube-system/kube-apiserver-masternode.1606991108eb48ee\" > >>" with result "size:18" took too long (173.352657ms) to execute
2020-04-17 11:50:48.757924 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (222.426443ms) to execute
2020-04-17 11:50:49.245021 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (242.723111ms) to execute
2020-04-17 11:50:49.245207 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606990fbca988c6\" " with result "range_response_count:1 size:783" took too long (408.269574ms) to execute
2020-04-17 11:50:49.245848 W | etcdserver: read-only range request "key:\"/registry/masterleases/192.168.56.2\" " with result "range_response_count:0 size:6" took too long (414.944109ms) to execute
2020-04-17 11:50:49.585468 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (264.2048ms) to execute
2020-04-17 11:50:49.915513 W | etcdserver: request "header:<ID:10931205549377339268 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-system/kube-scheduler\" mod_revision:205346 > success:<request_put:<key:\"/registry/leases/kube-system/kube-scheduler\" value_size:414 >> failure:<request_range:<key:\"/registry/leases/kube-system/kube-scheduler\" > >>" with result "size:18" took too long (208.753384ms) to execute
2020-04-17 11:50:52.646588 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:484" took too long (707.077572ms) to execute
2020-04-17 11:50:52.647415 W | etcdserver: request "header:<ID:10931205549377339275 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/workernode2.16069919685d6183\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/workernode2.16069919685d6183\" value_size:513 lease:1707833512522563007 >> failure:<>>" with result "size:18" took too long (490.067827ms) to execute
2020-04-17 11:50:53.523067 W | etcdserver: request "header:<ID:10931205549377339281 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/pods/kube-system/kube-controller-manager-masternode\" mod_revision:205179 > success:<request_put:<key:\"/registry/pods/kube-system/kube-controller-manager-masternode\" value_size:7318 >> failure:<request_range:<key:\"/registry/pods/kube-system/kube-controller-manager-masternode\" > >>" with result "size:18" took too long (193.212604ms) to execute
2020-04-17 11:50:53.997821 W | etcdserver: read-only range request "key:\"/registry/pods/default/server-deployment-58dcbc5d59-dqx79\" " with result "range_response_count:1 size:2833" took too long (311.853117ms) to execute
2020-04-17 11:50:54.155213 W | etcdserver: read-only range request "key:\"/registry/pods/default/server-deployment-58dcbc5d59-fs5tj\" " with result "range_response_count:1 size:2056" took too long (101.316838ms) to execute
2020-04-17 11:50:54.625960 W | etcdserver: read-only range request "key:\"/registry/pods/default/server-deployment-58dcbc5d59-4cdmp\" " with result "range_response_count:1 size:2056" took too long (355.592268ms) to execute
2020-04-17 11:50:54.633862 W | etcdserver: read-only range request "key:\"/registry/pods/default/client-deployment-ffcfc744b-x49tx\" " with result "range_response_count:1 size:2168" took too long (363.547119ms) to execute
2020-04-17 11:50:54.642383 W | etcdserver: request "header:<ID:10931205549377339297 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/client-deployment-ffcfc744b-6jzrw.16069917498cc3d1\" mod_revision:205325 > success:<request_put:<key:\"/registry/events/default/client-deployment-ffcfc744b-6jzrw.16069917498cc3d1\" value_size:828 lease:1707833512522563007 >> failure:<request_range:<key:\"/registry/events/default/client-deployment-ffcfc744b-6jzrw.16069917498cc3d1\" > >>" with result "size:18" took too long (369.57078ms) to execute
2020-04-17 11:50:55.254155 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (531.518824ms) to execute
2020-04-17 11:50:55.255346 W | etcdserver: read-only range request "key:\"/registry/pods/default/server-deployment-58dcbc5d59-4lds2\" " with result "range_response_count:1 size:2056" took too long (534.511366ms) to execute
2020-04-17 11:50:55.256331 W | etcdserver: read-only range request "key:\"/registry/events/default/client-deployment-ffcfc744b-x49tx.160699176036af5b\" " with result "range_response_count:1 size:939" took too long (539.532539ms) to execute
2020-04-17 11:50:55.530412 W | etcdserver: request "header:<ID:10931205549377339315 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/kube-controller-manager-masternode.16069919ee4c56e9\" mod_revision:0 > success:<request_put:<key:\"/registry/events/kube-system/kube-controller-manager-masternode.16069919ee4c56e9\" value_size:702 lease:1707833512522563007 >> failure:<>>" with result "size:18" took too long (126.190977ms) to execute
2020-04-17 11:50:55.531565 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/weave-net-4sqsw.1606991569984881\" " with result "range_response_count:1 size:848" took too long (127.367838ms) to execute
2020-04-17 11:50:55.532340 W | etcdserver: read-only range request "key:\"/registry/events/default/client-deployment-ffcfc744b-dwsn9.16069917d3c18e4c\" " with result "range_response_count:1 size:939" took too long (126.801901ms) to execute
2020-04-17 11:50:55.959005 W | etcdserver: read-only range request "key:\"/registry/events/default/server-deployment-58dcbc5d59-4lds2.16069917010b1383\" " with result "range_response_count:1 size:942" took too long (156.140677ms) to execute
2020-04-17 11:50:56.249729 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (230.385916ms) to execute
2020-04-17 11:50:56.250722 W | etcdserver: request "header:<ID:10931205549377339326 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode1\" mod_revision:205331 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode1\" value_size:545 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode1\" > >>" with result "size:18" took too long (167.254962ms) to execute
2020-04-17 11:50:57.503436 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (141.920494ms) to execute
2020-04-17 11:50:59.085246 W | etcdserver: request "header:<ID:10931205549377339349 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606990fbca988c6\" mod_revision:205360 > success:<request_put:<key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606990fbca988c6\" value_size:677 lease:1707833512522563007 >> failure:<request_range:<key:\"/registry/events/kube-system/coredns-66bff467f8-zcp44.1606990fbca988c6\" > >>" with result "size:18" took too long (152.966427ms) to execute
2020-04-17 11:50:59.085385 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/default/kubernetes\" " with result "range_response_count:1 size:289" took too long (194.775538ms) to execute
2020-04-17 11:51:02.607282 W | etcdserver: read-only range request "key:\"/registry/events/default/server-deployment-58dcbc5d59-fs5tj.16069917297b75cd\" " with result "range_response_count:1 size:942" took too long (356.337827ms) to execute
2020-04-17 11:51:06.315398 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:485" took too long (192.721364ms) to execute
2020-04-17 11:51:06.360180 W | etcdserver: read-only range request "key:\"/registry/events/kube-system/weave-net-4sqsw.160699113a4fbbcb\" " with result "range_response_count:1 size:758" took too long (226.181681ms) to execute
2020-04-17 11:51:06.361861 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (129.807959ms) to execute
2020-04-17 11:51:31.104649 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (614.965407ms) to execute
2020-04-17 11:51:31.673250 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (203.739997ms) to execute
2020-04-17 11:51:32.702321 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/weave-net-vgv8h\" " with result "range_response_count:1 size:7249" took too long (180.215306ms) to execute
2020-04-17 11:51:32.702410 W | etcdserver: read-only range request "key:\"/registry/priorityclasses\" range_end:\"/registry/priorityclasset\" count_only:true " with result "range_response_count:0 size:8" took too long (179.61902ms) to execute
2020-04-17 11:51:33.121118 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/server-deployment-58dcbc5d59\" " with result "range_response_count:1 size:1958" took too long (110.671537ms) to execute
2020-04-17 11:51:33.126880 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/client-nodeport-service-dsmjc\" " with result "range_response_count:1 size:1104" took too long (114.163075ms) to execute
2020-04-17 11:51:33.127270 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/server-clusterip-service\" " with result "range_response_count:1 size:1057" took too long (115.022941ms) to execute
2020-04-17 11:51:33.127616 W | etcdserver: read-only range request "key:\"/registry/services/specs/default/client-nodeport-service\" " with result "range_response_count:1 size:1048" took too long (115.423334ms) to execute
2020-04-17 11:51:33.128024 W | etcdserver: read-only range request "key:\"/registry/services/specs/kubernetes-dashboard/kubernetes-dashboard\" " with result "range_response_count:1 size:1068" took too long (115.868157ms) to execute
2020-04-17 11:51:33.128533 W | etcdserver: read-only range request "key:\"/registry/replicasets/kube-system/coredns-66bff467f8\" " with result "range_response_count:1 size:3775" took too long (117.99415ms) to execute
2020-04-17 11:51:33.129806 W | etcdserver: read-only range request "key:\"/registry/replicasets/kubernetes-dashboard/kubernetes-dashboard-5d4dc8b976\" " with result "range_response_count:1 size:3398" took too long (120.829071ms) to execute
2020-04-17 11:51:33.131169 W | etcdserver: read-only range request "key:\"/registry/replicasets/default/client-deployment-ffcfc744b\" " with result "range_response_count:1 size:2073" took too long (120.74317ms) to execute
2020-04-17 11:51:33.140997 W | etcdserver: read-only range request "key:\"/registry/services/specs/kube-system/kube-dns\" " with result "range_response_count:1 size:1160" took too long (131.936699ms) to execute
2020-04-17 11:51:33.144035 W | etcdserver: read-only range request "key:\"/registry/services/specs/kubernetes-dashboard/dashboard-metrics-scraper\" " with result "range_response_count:1 size:1105" took too long (135.254429ms) to execute
2020-04-17 11:51:33.337073 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (110.503754ms) to execute
2020-04-17 11:51:33.433161 W | etcdserver: read-only range request "key:\"/registry/deployments/kubernetes-dashboard/dashboard-metrics-scraper\" " with result "range_response_count:1 size:4620" took too long (193.876644ms) to execute
2020-04-17 11:51:33.535454 W | etcdserver: read-only range request "key:\"/registry/deployments/default/client-deployment\" " with result "range_response_count:1 size:2888" took too long (296.173532ms) to execute
2020-04-17 11:51:33.536026 W | etcdserver: read-only range request "key:\"/registry/deployments/default/server-deployment\" " with result "range_response_count:1 size:2706" took too long (296.926208ms) to execute
2020-04-17 11:51:33.536378 W | etcdserver: read-only range request "key:\"/registry/deployments/kubernetes-dashboard/kubernetes-dashboard\" " with result "range_response_count:1 size:4961" took too long (297.984913ms) to execute
2020-04-17 11:51:33.536518 W | etcdserver: read-only range request "key:\"/registry/deployments/kube-system/coredns\" " with result "range_response_count:1 size:3933" took too long (298.204367ms) to execute
2020-04-17 11:51:33.536785 W | etcdserver: request "header:<ID:10931205549377339752 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/deployments/kubernetes-dashboard/dashboard-metrics-scraper\" mod_revision:188503 > success:<request_put:<key:\"/registry/deployments/kubernetes-dashboard/dashboard-metrics-scraper\" value_size:4520 >> failure:<request_range:<key:\"/registry/deployments/kubernetes-dashboard/dashboard-metrics-scraper\" > >>" with result "size:18" took too long (118.3365ms) to execute
2020-04-17 11:51:33.696964 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/server-clusterip-service-7j7ch\" " with result "range_response_count:1 size:954" took too long (101.804332ms) to execute
2020-04-17 11:51:33.795539 W | etcdserver: read-only range request "key:\"/registry/endpointslices/default/client-nodeport-service-dsmjc\" " with result "range_response_count:1 size:949" took too long (101.781987ms) to execute
2020-04-17 11:51:34.417072 W | etcdserver: read-only range request "key:\"/registry/pods/default/client-deployment-ffcfc744b-dwsn9\" " with result "range_response_count:1 size:1966" took too long (124.456754ms) to execute
2020-04-17 11:51:36.164085 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (154.610096ms) to execute
2020-04-17 11:51:36.164500 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (229.898082ms) to execute
2020-04-17 11:51:36.165649 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (302.705678ms) to execute
2020-04-17 11:51:42.246041 W | etcdserver: request "header:<ID:10931205549377339878 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/server-deployment-58dcbc5d59-nlbkj.16069924f17e7462\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/server-deployment-58dcbc5d59-nlbkj.16069924f17e7462\" value_size:744 lease:1707833512522563690 >> failure:<>>" with result "size:18" took too long (154.283905ms) to execute
2020-04-17 11:51:43.899169 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:6" took too long (845.234312ms) to execute
2020-04-17 11:51:43.899793 W | etcdserver: read-only range request "key:\"/registry/clusterroles\" range_end:\"/registry/clusterrolet\" count_only:true " with result "range_response_count:0 size:8" took too long (473.322019ms) to execute
2020-04-17 11:51:44.676805 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (312.229196ms) to execute
2020-04-17 11:51:44.677606 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (296.876744ms) to execute
2020-04-17 11:51:45.705287 W | etcdserver: request "header:<ID:10931205549377339914 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/events/default/client-deployment-ffcfc744b-dwsn9.16069925acd87f6c\" mod_revision:0 > success:<request_put:<key:\"/registry/events/default/client-deployment-ffcfc744b-dwsn9.16069925acd87f6c\" value_size:695 lease:1707833512522563690 >> failure:<>>" with result "size:18" took too long (470.79728ms) to execute
2020-04-17 11:51:45.705521 W | etcdserver: read-only range request "key:\"/registry/csidrivers\" range_end:\"/registry/csidrivert\" count_only:true " with result "range_response_count:0 size:6" took too long (334.792079ms) to execute
2020-04-17 11:51:46.466298 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/weave-net-vgv8h\" " with result "range_response_count:1 size:7373" took too long (527.4939ms) to execute
2020-04-17 11:51:46.468039 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (450.89037ms) to execute
2020-04-17 11:51:47.254117 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (353.580428ms) to execute
2020-04-17 11:51:47.256128 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (363.262598ms) to execute
2020-04-17 11:51:48.782146 W | etcdserver: request "header:<ID:10931205549377339945 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode2\" mod_revision:205572 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode2\" value_size:545 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode2\" > >>" with result "size:18" took too long (160.995549ms) to execute
2020-04-17 11:51:49.765344 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (224.613047ms) to execute
2020-04-17 11:51:51.642780 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (250.138846ms) to execute
2020-04-17 11:51:53.991454 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (261.119703ms) to execute
2020-04-17 11:51:53.998755 W | etcdserver: request "header:<ID:10931205549377340017 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/client-deployment-ffcfc744b\" mod_revision:153257 > success:<request_put:<key:\"/registry/replicasets/default/client-deployment-ffcfc744b\" value_size:2036 >> failure:<request_range:<key:\"/registry/replicasets/default/client-deployment-ffcfc744b\" > >>" with result "size:18" took too long (194.879147ms) to execute
2020-04-17 11:51:54.027154 W | etcdserver: read-only range request "key:\"/registry/pods/default/client-deployment-ffcfc744b-6vkzs\" " with result "range_response_count:1 size:2834" took too long (237.517185ms) to execute
2020-04-17 11:51:54.140129 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (258.539864ms) to execute
2020-04-17 11:51:54.757862 W | etcdserver: request "header:<ID:10931205549377340044 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/replicasets/default/server-deployment-58dcbc5d59\" mod_revision:205648 > success:<request_put:<key:\"/registry/replicasets/default/server-deployment-58dcbc5d59\" value_size:1920 >> failure:<request_range:<key:\"/registry/replicasets/default/server-deployment-58dcbc5d59\" > >>" with result "size:18" took too long (228.69271ms) to execute
2020-04-17 11:51:54.758339 W | etcdserver: read-only range request "key:\"/registry/pods/default/client-deployment-ffcfc744b-6jzrw\" " with result "range_response_count:1 size:2834" took too long (257.118998ms) to execute
2020-04-17 11:51:55.406942 W | etcdserver: read-only range request "key:\"/registry/persistentvolumes\" range_end:\"/registry/persistentvolumet\" count_only:true " with result "range_response_count:0 size:6" took too long (169.974376ms) to execute
2020-04-17 11:51:56.196208 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (120.648125ms) to execute
2020-04-17 11:51:56.196874 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (183.815248ms) to execute
2020-04-17 11:51:56.197374 W | etcdserver: read-only range request "key:\"/registry/horizontalpodautoscalers\" range_end:\"/registry/horizontalpodautoscalert\" count_only:true " with result "range_response_count:0 size:6" took too long (300.983218ms) to execute
2020-04-17 11:51:56.646334 W | etcdserver: request "header:<ID:10931205549377340074 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode1\" mod_revision:205605 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode1\" value_size:544 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode1\" > >>" with result "size:18" took too long (156.408361ms) to execute
2020-04-17 11:51:56.872637 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (379.047508ms) to execute
2020-04-17 11:51:58.555866 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:512" took too long (228.462111ms) to execute
2020-04-17 11:51:58.878378 W | etcdserver: read-only range request "key:\"/registry/namespaces/default\" " with result "range_response_count:1 size:258" took too long (104.675742ms) to execute
2020-04-17 11:51:59.427556 W | etcdserver: read-only range request "key:\"/registry/pods/kube-system/weave-net-vgv8h\" " with result "range_response_count:1 size:7245" took too long (216.874183ms) to execute
2020-04-17 11:52:00.788263 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (168.53692ms) to execute
2020-04-17 11:52:01.551099 W | etcdserver: read-only range request "key:\"/registry/configmaps/kube-system/weave-net\" " with result "range_response_count:1 size:399" took too long (213.402911ms) to execute
2020-04-17 11:52:01.551265 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (312.479584ms) to execute
2020-04-17 11:52:02.987099 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (141.609599ms) to execute
2020-04-17 11:52:06.186010 W | etcdserver: read-only range request "key:\"/registry/health\" " with result "range_response_count:0 size:6" took too long (171.846983ms) to execute
2020-04-17 11:52:06.186115 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-scheduler\" " with result "range_response_count:1 size:581" took too long (531.223676ms) to execute
2020-04-17 11:52:06.186437 W | etcdserver: read-only range request "key:\"/registry/minions\" range_end:\"/registry/miniont\" count_only:true " with result "range_response_count:0 size:8" took too long (487.149678ms) to execute
2020-04-17 11:52:06.189009 W | etcdserver: read-only range request "key:\"/registry/clusterrolebindings\" range_end:\"/registry/clusterrolebindingt\" count_only:true " with result "range_response_count:0 size:8" took too long (620.534476ms) to execute
2020-04-17 11:52:06.196827 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (1.188497592s) to execute
2020-04-17 11:52:07.048513 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:513" took too long (838.648681ms) to execute
2020-04-17 11:52:07.303190 W | etcdserver: read-only range request "key:\"/registry/roles\" range_end:\"/registry/rolet\" count_only:true " with result "range_response_count:0 size:8" took too long (962.48679ms) to execute
2020-04-17 11:52:07.303742 W | etcdserver: read-only range request "key:\"/registry/leases/kube-system/kube-scheduler\" " with result "range_response_count:1 size:486" took too long (1.083754187s) to execute
2020-04-17 11:52:07.304448 W | etcdserver: read-only range request "key:\"/registry/csinodes\" range_end:\"/registry/csinodet\" count_only:true " with result "range_response_count:0 size:8" took too long (135.871696ms) to execute
2020-04-17 11:52:09.162912 W | etcdserver: request "header:<ID:10931205549377340172 username:\"kube-apiserver-etcd-client\" auth_revision:1 > txn:<compare:<target:MOD key:\"/registry/leases/kube-node-lease/workernode2\" mod_revision:205695 > success:<request_put:<key:\"/registry/leases/kube-node-lease/workernode2\" value_size:544 >> failure:<request_range:<key:\"/registry/leases/kube-node-lease/workernode2\" > >>" with result "size:18" took too long (225.782966ms) to execute
2020-04-17 11:52:09.163636 W | etcdserver: read-only range request "key:\"/registry/jobs/\" range_end:\"/registry/jobs0\" limit:500 " with result "range_response_count:0 size:6" took too long (216.279609ms) to execute
2020-04-17 11:52:09.501672 W | etcdserver: read-only range request "key:\"/registry/services/endpoints/kube-system/kube-controller-manager\" " with result "range_response_count:1 size:608" took too long (111.9608ms) to execute
